track,artist,track,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
63,Rita Ora,5Fla3zyOCcIRqrDoKLU0DP,0.275,https://api.spotify.com/v1/audio-analysis/5Fla3zyOCcIRqrDoKLU0DP,0.475,191120,0.846,5Fla3zyOCcIRqrDoKLU0DP,0.0,10,0.0824,-3.344,1,0.283,96.036,4,https://api.spotify.com/v1/tracks/5Fla3zyOCcIRqrDoKLU0DP,audio_features,spotify:track:5Fla3zyOCcIRqrDoKLU0DP,0.451
64,Rita Ora,6Xy72HZ9nf2jx48dQuF1mA,0.0342,https://api.spotify.com/v1/audio-analysis/6Xy72HZ9nf2jx48dQuF1mA,0.649,215827,0.743,6Xy72HZ9nf2jx48dQuF1mA,0.0,11,0.0855,-6.042,0,0.0679,106.915,4,https://api.spotify.com/v1/tracks/6Xy72HZ9nf2jx48dQuF1mA,audio_features,spotify:track:6Xy72HZ9nf2jx48dQuF1mA,0.344
65,Rita Ora,46xkXPGjR9Ig9BcaTUNus3,0.133,https://api.spotify.com/v1/audio-analysis/46xkXPGjR9Ig9BcaTUNus3,0.853,180160,0.571,46xkXPGjR9Ig9BcaTUNus3,0.0,1,0.0564,-5.845,1,0.0543,117.991,4,https://api.spotify.com/v1/tracks/46xkXPGjR9Ig9BcaTUNus3,audio_features,spotify:track:46xkXPGjR9Ig9BcaTUNus3,0.958
66,Rita Ora,7e1yb9WJfvLfIFe3gUzZ0T,0.0183,https://api.spotify.com/v1/audio-analysis/7e1yb9WJfvLfIFe3gUzZ0T,0.535,242828,0.8,7e1yb9WJfvLfIFe3gUzZ0T,0.0,2,0.421,-4.569,0,0.0342,113.023,4,https://api.spotify.com/v1/tracks/7e1yb9WJfvLfIFe3gUzZ0T,audio_features,spotify:track:7e1yb9WJfvLfIFe3gUzZ0T,0.175
67,Rita Ora,2CTN6UuO2dNEVZXR0DJVk2,0.0599,https://api.spotify.com/v1/audio-analysis/2CTN6UuO2dNEVZXR0DJVk2,0.654,180760,0.528,2CTN6UuO2dNEVZXR0DJVk2,7.14e-05,6,0.0975,-6.224,0,0.0412,82.014,4,https://api.spotify.com/v1/tracks/2CTN6UuO2dNEVZXR0DJVk2,audio_features,spotify:track:2CTN6UuO2dNEVZXR0DJVk2,0.376
68,Rita Ora,4fK2NU9UyQJV74ZGiSVYsr,0.175,https://api.spotify.com/v1/audio-analysis/4fK2NU9UyQJV74ZGiSVYsr,0.447,175312,0.684,4fK2NU9UyQJV74ZGiSVYsr,0.0,9,0.478,-4.721,0,0.09,125.655,4,https://api.spotify.com/v1/tracks/4fK2NU9UyQJV74ZGiSVYsr,audio_features,spotify:track:4fK2NU9UyQJV74ZGiSVYsr,0.437
69,Rita Ora,2ia7iiEtpiOL2ZVuWxBZGB,0.403,https://api.spotify.com/v1/audio-analysis/2ia7iiEtpiOL2ZVuWxBZGB,0.753,203467,0.801,2ia7iiEtpiOL2ZVuWxBZGB,0.0,4,0.128,-3.215,1,0.0296,128.011,4,https://api.spotify.com/v1/tracks/2ia7iiEtpiOL2ZVuWxBZGB,audio_features,spotify:track:2ia7iiEtpiOL2ZVuWxBZGB,0.794
70,A Day to Remember,57yI1u6t6cFXbjgjQcRHug,8.63e-05,https://api.spotify.com/v1/audio-analysis/57yI1u6t6cFXbjgjQcRHug,0.512,227267,0.952,57yI1u6t6cFXbjgjQcRHug,4.16e-05,9,0.0544,-3.285,0,0.167,122.988,4,https://api.spotify.com/v1/tracks/57yI1u6t6cFXbjgjQcRHug,audio_features,spotify:track:57yI1u6t6cFXbjgjQcRHug,0.17
71,A Day to Remember,6J7cSyvSCnPwv3vqHchEfL,0.112,https://api.spotify.com/v1/audio-analysis/6J7cSyvSCnPwv3vqHchEfL,0.584,243227,0.536,6J7cSyvSCnPwv3vqHchEfL,0.0,10,0.456,-8.158,1,0.0279,126.996,4,https://api.spotify.com/v1/tracks/6J7cSyvSCnPwv3vqHchEfL,audio_features,spotify:track:6J7cSyvSCnPwv3vqHchEfL,0.44
72,A Day to Remember,35rozLoS6QLE8HX8qswM3k,0.00803,https://api.spotify.com/v1/audio-analysis/35rozLoS6QLE8HX8qswM3k,0.433,237203,0.905,35rozLoS6QLE8HX8qswM3k,0.0,11,0.337,-2.171,1,0.101,148.149,4,https://api.spotify.com/v1/tracks/35rozLoS6QLE8HX8qswM3k,audio_features,spotify:track:35rozLoS6QLE8HX8qswM3k,0.375
73,A Day to Remember,3imITUqEhkebNbOoS1yrWm,2.53e-05,https://api.spotify.com/v1/audio-analysis/3imITUqEhkebNbOoS1yrWm,0.342,202640,0.981,3imITUqEhkebNbOoS1yrWm,0.0,2,0.343,-3.228,0,0.14,160.083,4,https://api.spotify.com/v1/tracks/3imITUqEhkebNbOoS1yrWm,audio_features,spotify:track:3imITUqEhkebNbOoS1yrWm,0.207
74,A Day to Remember,6G7URf5rGe6MvNoiTtNEP7,0.000256,https://api.spotify.com/v1/audio-analysis/6G7URf5rGe6MvNoiTtNEP7,0.589,209093,0.881,6G7URf5rGe6MvNoiTtNEP7,0.0,0,0.327,-4.62,1,0.0666,129.95,4,https://api.spotify.com/v1/tracks/6G7URf5rGe6MvNoiTtNEP7,audio_features,spotify:track:6G7URf5rGe6MvNoiTtNEP7,0.709
75,A Day to Remember,15qf0H31MChhqKr2zvejla,0.000263,https://api.spotify.com/v1/audio-analysis/15qf0H31MChhqKr2zvejla,0.42,197200,0.983,15qf0H31MChhqKr2zvejla,0.0,10,0.114,-3.437,1,0.113,149.958,4,https://api.spotify.com/v1/tracks/15qf0H31MChhqKr2zvejla,audio_features,spotify:track:15qf0H31MChhqKr2zvejla,0.513
76,A Day to Remember,3HhaSocKwTptze7PySNZlW,4.82e-05,https://api.spotify.com/v1/audio-analysis/3HhaSocKwTptze7PySNZlW,0.409,200677,0.992,3HhaSocKwTptze7PySNZlW,2.03e-06,3,0.1,-2.803,0,0.108,149.859,4,https://api.spotify.com/v1/tracks/3HhaSocKwTptze7PySNZlW,audio_features,spotify:track:3HhaSocKwTptze7PySNZlW,0.344
77,A Day to Remember,77Ht6FFAeyHgKl6X87mnTk,6.92e-05,https://api.spotify.com/v1/audio-analysis/77Ht6FFAeyHgKl6X87mnTk,0.426,184893,0.946,77Ht6FFAeyHgKl6X87mnTk,7.04e-05,10,0.331,-3.089,0,0.0822,174.052,4,https://api.spotify.com/v1/tracks/77Ht6FFAeyHgKl6X87mnTk,audio_features,spotify:track:77Ht6FFAeyHgKl6X87mnTk,0.433
78,A Day to Remember,5D25Vmd458UZ6n27g76d3l,7.12e-05,https://api.spotify.com/v1/audio-analysis/5D25Vmd458UZ6n27g76d3l,0.507,188813,0.933,5D25Vmd458UZ6n27g76d3l,0.0,0,0.105,-4.7,1,0.0868,149.998,4,https://api.spotify.com/v1/tracks/5D25Vmd458UZ6n27g76d3l,audio_features,spotify:track:5D25Vmd458UZ6n27g76d3l,0.714
79,A Day to Remember,1fTNpl2mxqHVlLqRNbyDhR,7.35e-05,https://api.spotify.com/v1/audio-analysis/1fTNpl2mxqHVlLqRNbyDhR,0.241,180840,0.97,1fTNpl2mxqHVlLqRNbyDhR,0.0,10,0.904,-4.246,0,0.104,159.93,4,https://api.spotify.com/v1/tracks/1fTNpl2mxqHVlLqRNbyDhR,audio_features,spotify:track:1fTNpl2mxqHVlLqRNbyDhR,0.621
80,King Princess,0CZ8lquoTX2Dkg7Ak2inwA,0.648,https://api.spotify.com/v1/audio-analysis/0CZ8lquoTX2Dkg7Ak2inwA,0.6,225133,0.535,0CZ8lquoTX2Dkg7Ak2inwA,4.7e-06,4,0.162,-7.043,1,0.107,71.912,4,https://api.spotify.com/v1/tracks/0CZ8lquoTX2Dkg7Ak2inwA,audio_features,spotify:track:0CZ8lquoTX2Dkg7Ak2inwA,0.269
81,King Princess,53jbdPQBaH6WaQvW0zmGBs,0.549,https://api.spotify.com/v1/audio-analysis/53jbdPQBaH6WaQvW0zmGBs,0.401,207720,0.507,53jbdPQBaH6WaQvW0zmGBs,0.0,2,0.164,-7.001,1,0.089,180.159,4,https://api.spotify.com/v1/tracks/53jbdPQBaH6WaQvW0zmGBs,audio_features,spotify:track:53jbdPQBaH6WaQvW0zmGBs,0.236
82,King Princess,4aGvs7y4hQIbGss7zmEXKf,0.267,https://api.spotify.com/v1/audio-analysis/4aGvs7y4hQIbGss7zmEXKf,0.714,202280,0.658,4aGvs7y4hQIbGss7zmEXKf,0.0,0,0.176,-5.497,1,0.0315,81.553,4,https://api.spotify.com/v1/tracks/4aGvs7y4hQIbGss7zmEXKf,audio_features,spotify:track:4aGvs7y4hQIbGss7zmEXKf,0.766
83,King Princess,6VCeywT4JeawuZOUkQ1okx,0.049,https://api.spotify.com/v1/audio-analysis/6VCeywT4JeawuZOUkQ1okx,0.739,205533,0.621,6VCeywT4JeawuZOUkQ1okx,0.00369,11,0.0718,-6.929,0,0.238,85.969,4,https://api.spotify.com/v1/tracks/6VCeywT4JeawuZOUkQ1okx,audio_features,spotify:track:6VCeywT4JeawuZOUkQ1okx,0.462
84,King Princess,7FVGIPgLMDChTffvG2LuHV,0.134,https://api.spotify.com/v1/audio-analysis/7FVGIPgLMDChTffvG2LuHV,0.614,174667,0.585,7FVGIPgLMDChTffvG2LuHV,0.000129,10,0.0948,-9.483,1,0.164,169.905,4,https://api.spotify.com/v1/tracks/7FVGIPgLMDChTffvG2LuHV,audio_features,spotify:track:7FVGIPgLMDChTffvG2LuHV,0.211
85,King Princess,4eA4z7FCy5Fp6mh8acV3GY,0.116,https://api.spotify.com/v1/audio-analysis/4eA4z7FCy5Fp6mh8acV3GY,0.516,249773,0.833,4eA4z7FCy5Fp6mh8acV3GY,0.000414,2,0.0993,-3.046,1,0.108,166.007,4,https://api.spotify.com/v1/tracks/4eA4z7FCy5Fp6mh8acV3GY,audio_features,spotify:track:4eA4z7FCy5Fp6mh8acV3GY,0.605
86,King Princess,1RujvyGPMWFGKAASzXmCpU,0.743,https://api.spotify.com/v1/audio-analysis/1RujvyGPMWFGKAASzXmCpU,0.704,161947,0.502,1RujvyGPMWFGKAASzXmCpU,2.44e-05,1,0.113,-6.272,1,0.137,87.013,4,https://api.spotify.com/v1/tracks/1RujvyGPMWFGKAASzXmCpU,audio_features,spotify:track:1RujvyGPMWFGKAASzXmCpU,0.501
87,King Princess,7vfaRUaFBDwENwa3tzJY64,0.277,https://api.spotify.com/v1/audio-analysis/7vfaRUaFBDwENwa3tzJY64,0.635,211413,0.496,7vfaRUaFBDwENwa3tzJY64,0.00634,9,0.081,-8.858,1,0.0338,141.863,4,https://api.spotify.com/v1/tracks/7vfaRUaFBDwENwa3tzJY64,audio_features,spotify:track:7vfaRUaFBDwENwa3tzJY64,0.733
88,King Princess,3Arv0bXiHn3xNxe5YbqQOr,0.106,https://api.spotify.com/v1/audio-analysis/3Arv0bXiHn3xNxe5YbqQOr,0.578,203827,0.784,3Arv0bXiHn3xNxe5YbqQOr,0.00134,7,0.126,-5.38,1,0.0905,113.452,4,https://api.spotify.com/v1/tracks/3Arv0bXiHn3xNxe5YbqQOr,audio_features,spotify:track:3Arv0bXiHn3xNxe5YbqQOr,0.254
89,King Princess,3iiL6merNpFNX1bny9sfvM,0.807,https://api.spotify.com/v1/audio-analysis/3iiL6merNpFNX1bny9sfvM,0.432,203947,0.34,3iiL6merNpFNX1bny9sfvM,0.0,5,0.0864,-7.977,1,0.0824,135.172,4,https://api.spotify.com/v1/tracks/3iiL6merNpFNX1bny9sfvM,audio_features,spotify:track:3iiL6merNpFNX1bny9sfvM,0.449
90,LP,2LIh4uzqq9cXMPzzmcToHl,0.1,https://api.spotify.com/v1/audio-analysis/2LIh4uzqq9cXMPzzmcToHl,0.433,268105,0.724,2LIh4uzqq9cXMPzzmcToHl,0.0,5,0.0918,-6.126,0,0.0372,174.006,4,https://api.spotify.com/v1/tracks/2LIh4uzqq9cXMPzzmcToHl,audio_features,spotify:track:2LIh4uzqq9cXMPzzmcToHl,0.689
91,LP,7ohDUXs6SsU3XjTI9pcKTS,0.0214,https://api.spotify.com/v1/audio-analysis/7ohDUXs6SsU3XjTI9pcKTS,0.754,237501,0.739,7ohDUXs6SsU3XjTI9pcKTS,6.56e-06,4,0.114,-5.186,0,0.0383,112.996,4,https://api.spotify.com/v1/tracks/7ohDUXs6SsU3XjTI9pcKTS,audio_features,spotify:track:7ohDUXs6SsU3XjTI9pcKTS,0.573
92,LP,2YawaiNvwx5dQq41F24iqJ,0.0842,https://api.spotify.com/v1/audio-analysis/2YawaiNvwx5dQq41F24iqJ,0.55,244946,0.677,2YawaiNvwx5dQq41F24iqJ,0.0,11,0.144,-4.679,1,0.0259,90.992,4,https://api.spotify.com/v1/tracks/2YawaiNvwx5dQq41F24iqJ,audio_features,spotify:track:2YawaiNvwx5dQq41F24iqJ,0.489
93,LP,5AOqxn4l8BHO0or40XxCuh,0.0482,https://api.spotify.com/v1/audio-analysis/5AOqxn4l8BHO0or40XxCuh,0.711,223427,0.868,5AOqxn4l8BHO0or40XxCuh,0.00426,6,0.0709,-4.363,1,0.046,122.029,4,https://api.spotify.com/v1/tracks/5AOqxn4l8BHO0or40XxCuh,audio_features,spotify:track:5AOqxn4l8BHO0or40XxCuh,0.795
94,LP,1bb9eogTs9f8FrxlQ8Rvr2,0.416,https://api.spotify.com/v1/audio-analysis/1bb9eogTs9f8FrxlQ8Rvr2,0.531,253240,0.499,1bb9eogTs9f8FrxlQ8Rvr2,0.0,0,0.131,-8.793,1,0.0403,118.059,4,https://api.spotify.com/v1/tracks/1bb9eogTs9f8FrxlQ8Rvr2,audio_features,spotify:track:1bb9eogTs9f8FrxlQ8Rvr2,0.182
95,LP,7yEdqN44nhoAUco674ChDg,0.134,https://api.spotify.com/v1/audio-analysis/7yEdqN44nhoAUco674ChDg,0.472,218644,0.823,7yEdqN44nhoAUco674ChDg,0.0,8,0.11,-4.192,0,0.0763,159.888,4,https://api.spotify.com/v1/tracks/7yEdqN44nhoAUco674ChDg,audio_features,spotify:track:7yEdqN44nhoAUco674ChDg,0.41
96,LP,1wMpTjS9cNpdmxgJloFG30,0.904,https://api.spotify.com/v1/audio-analysis/1wMpTjS9cNpdmxgJloFG30,0.547,250120,0.341,1wMpTjS9cNpdmxgJloFG30,0.00149,4,0.0953,-10.072,0,0.0305,137.052,3,https://api.spotify.com/v1/tracks/1wMpTjS9cNpdmxgJloFG30,audio_features,spotify:track:1wMpTjS9cNpdmxgJloFG30,0.0647
97,LP,28t0Fp23qgptKwnTn55Hq2,0.394,https://api.spotify.com/v1/audio-analysis/28t0Fp23qgptKwnTn55Hq2,0.509,228547,0.484,28t0Fp23qgptKwnTn55Hq2,3.41e-06,8,0.308,-7.802,0,0.0701,125.0,4,https://api.spotify.com/v1/tracks/28t0Fp23qgptKwnTn55Hq2,audio_features,spotify:track:28t0Fp23qgptKwnTn55Hq2,0.249
98,LP,1a5P7IvLUhRhLnnbkev3PI,0.274,https://api.spotify.com/v1/audio-analysis/1a5P7IvLUhRhLnnbkev3PI,0.518,234905,0.545,1a5P7IvLUhRhLnnbkev3PI,2.31e-05,10,0.183,-7.893,1,0.0385,75.06,4,https://api.spotify.com/v1/tracks/1a5P7IvLUhRhLnnbkev3PI,audio_features,spotify:track:1a5P7IvLUhRhLnnbkev3PI,0.162
99,LP,35LlWyY6u5ajhNbHkalXkB,0.00666,https://api.spotify.com/v1/audio-analysis/35LlWyY6u5ajhNbHkalXkB,0.424,445747,0.72,35LlWyY6u5ajhNbHkalXkB,0.0,9,0.674,-8.605,1,0.0534,145.0,4,https://api.spotify.com/v1/tracks/35LlWyY6u5ajhNbHkalXkB,audio_features,spotify:track:35LlWyY6u5ajhNbHkalXkB,0.0523
100,WOS,2UAWYufVaO3EnUUNzl0ppO,0.173,https://api.spotify.com/v1/audio-analysis/2UAWYufVaO3EnUUNzl0ppO,0.602,196745,0.751,2UAWYufVaO3EnUUNzl0ppO,0.0,1,0.667,-4.358,1,0.327,163.874,4,https://api.spotify.com/v1/tracks/2UAWYufVaO3EnUUNzl0ppO,audio_features,spotify:track:2UAWYufVaO3EnUUNzl0ppO,0.934
101,WOS,0blWPYAfbvpRLVHUcmqmmj,0.441,https://api.spotify.com/v1/audio-analysis/0blWPYAfbvpRLVHUcmqmmj,0.782,170302,0.807,0blWPYAfbvpRLVHUcmqmmj,1.34e-06,0,0.1,-4.689,0,0.162,108.056,4,https://api.spotify.com/v1/tracks/0blWPYAfbvpRLVHUcmqmmj,audio_features,spotify:track:0blWPYAfbvpRLVHUcmqmmj,0.806
102,WOS,5uHAzGa4d9j35DEbhUwGhi,0.531,https://api.spotify.com/v1/audio-analysis/5uHAzGa4d9j35DEbhUwGhi,0.62,176395,0.741,5uHAzGa4d9j35DEbhUwGhi,2.92e-05,4,0.156,-6.081,1,0.137,140.04,4,https://api.spotify.com/v1/tracks/5uHAzGa4d9j35DEbhUwGhi,audio_features,spotify:track:5uHAzGa4d9j35DEbhUwGhi,0.353
103,WOS,6cLWKCBNawunqBHmyzdG7v,0.279,https://api.spotify.com/v1/audio-analysis/6cLWKCBNawunqBHmyzdG7v,0.7,234950,0.652,6cLWKCBNawunqBHmyzdG7v,0.0,2,0.123,-9.327,1,0.0885,85.034,4,https://api.spotify.com/v1/tracks/6cLWKCBNawunqBHmyzdG7v,audio_features,spotify:track:6cLWKCBNawunqBHmyzdG7v,0.411
104,WOS,13VEtVCYfLTVsq5STs3SlW,0.276,https://api.spotify.com/v1/audio-analysis/13VEtVCYfLTVsq5STs3SlW,0.583,155868,0.977,13VEtVCYfLTVsq5STs3SlW,0.0,9,0.544,-2.674,1,0.277,89.965,4,https://api.spotify.com/v1/tracks/13VEtVCYfLTVsq5STs3SlW,audio_features,spotify:track:13VEtVCYfLTVsq5STs3SlW,0.704
105,WOS,25NPeIjHjQGvyp4D52Tji2,0.327,https://api.spotify.com/v1/audio-analysis/25NPeIjHjQGvyp4D52Tji2,0.763,143000,0.881,25NPeIjHjQGvyp4D52Tji2,5.07e-06,11,0.257,-3.289,0,0.126,89.951,4,https://api.spotify.com/v1/tracks/25NPeIjHjQGvyp4D52Tji2,audio_features,spotify:track:25NPeIjHjQGvyp4D52Tji2,0.956
106,WOS,0RHazYjaRGLIYPvn6mtRWY,0.466,https://api.spotify.com/v1/audio-analysis/0RHazYjaRGLIYPvn6mtRWY,0.817,194182,0.803,0RHazYjaRGLIYPvn6mtRWY,0.0,2,0.0498,-2.941,1,0.21,110.214,4,https://api.spotify.com/v1/tracks/0RHazYjaRGLIYPvn6mtRWY,audio_features,spotify:track:0RHazYjaRGLIYPvn6mtRWY,0.348
107,WOS,4Pa73QAWSryyKavXNyVbUA,0.239,https://api.spotify.com/v1/audio-analysis/4Pa73QAWSryyKavXNyVbUA,0.666,171476,0.836,4Pa73QAWSryyKavXNyVbUA,0.000213,1,0.119,-5.067,1,0.123,97.092,4,https://api.spotify.com/v1/tracks/4Pa73QAWSryyKavXNyVbUA,audio_features,spotify:track:4Pa73QAWSryyKavXNyVbUA,0.3
108,WOS,0VMxiFeuVhG3Hu7NHnge9e,0.608,https://api.spotify.com/v1/audio-analysis/0VMxiFeuVhG3Hu7NHnge9e,0.607,150661,0.84,0VMxiFeuVhG3Hu7NHnge9e,0.0,4,0.594,-3.792,0,0.384,81.941,4,https://api.spotify.com/v1/tracks/0VMxiFeuVhG3Hu7NHnge9e,audio_features,spotify:track:0VMxiFeuVhG3Hu7NHnge9e,0.657
109,WOS,06b0Au6pvZiO03eKTCvgWh,0.16,https://api.spotify.com/v1/audio-analysis/06b0Au6pvZiO03eKTCvgWh,0.617,170982,0.876,06b0Au6pvZiO03eKTCvgWh,3.3e-06,9,0.111,-4.86,1,0.304,135.047,4,https://api.spotify.com/v1/tracks/06b0Au6pvZiO03eKTCvgWh,audio_features,spotify:track:06b0Au6pvZiO03eKTCvgWh,0.542
110,Denzel Curry,3AHqaOkEFKZ6zEHdiplIv7,0.0816,https://api.spotify.com/v1/audio-analysis/3AHqaOkEFKZ6zEHdiplIv7,0.708,217693,0.496,3AHqaOkEFKZ6zEHdiplIv7,0.000109,8,0.102,-8.175,0,0.0496,128.914,4,https://api.spotify.com/v1/tracks/3AHqaOkEFKZ6zEHdiplIv7,audio_features,spotify:track:3AHqaOkEFKZ6zEHdiplIv7,0.412
111,Denzel Curry,2LNMhZ3YijTO7USmqjgJfG,0.591,https://api.spotify.com/v1/audio-analysis/2LNMhZ3YijTO7USmqjgJfG,0.794,231333,0.448,2LNMhZ3YijTO7USmqjgJfG,0.0,10,0.109,-4.771,0,0.0539,120.055,4,https://api.spotify.com/v1/tracks/2LNMhZ3YijTO7USmqjgJfG,audio_features,spotify:track:2LNMhZ3YijTO7USmqjgJfG,0.588
112,Denzel Curry,2QbGvQssb0VLLS4x5NOmyJ,0.0399,https://api.spotify.com/v1/audio-analysis/2QbGvQssb0VLLS4x5NOmyJ,0.776,147867,0.562,2QbGvQssb0VLLS4x5NOmyJ,0.0,9,0.138,-6.901,1,0.363,169.03,4,https://api.spotify.com/v1/tracks/2QbGvQssb0VLLS4x5NOmyJ,audio_features,spotify:track:2QbGvQssb0VLLS4x5NOmyJ,0.521
113,Denzel Curry,2FTOLKjQUswhpdMFq15Raf,0.0604,https://api.spotify.com/v1/audio-analysis/2FTOLKjQUswhpdMFq15Raf,0.925,222533,0.628,2FTOLKjQUswhpdMFq15Raf,0.0,6,0.358,-7.587,1,0.131,120.021,4,https://api.spotify.com/v1/tracks/2FTOLKjQUswhpdMFq15Raf,audio_features,spotify:track:2FTOLKjQUswhpdMFq15Raf,0.81
114,Denzel Curry,6R0GRYk2vs2XuBVemYK5YZ,0.095,https://api.spotify.com/v1/audio-analysis/6R0GRYk2vs2XuBVemYK5YZ,0.493,189974,0.826,6R0GRYk2vs2XuBVemYK5YZ,3.42e-06,9,0.252,-3.106,1,0.311,112.865,4,https://api.spotify.com/v1/tracks/6R0GRYk2vs2XuBVemYK5YZ,audio_features,spotify:track:6R0GRYk2vs2XuBVemYK5YZ,0.75
115,Denzel Curry,5mexbTuWx9d8DPZk4sDGF4,0.194,https://api.spotify.com/v1/audio-analysis/5mexbTuWx9d8DPZk4sDGF4,0.551,210960,0.725,5mexbTuWx9d8DPZk4sDGF4,0.0,1,0.0956,-7.619,0,0.189,99.919,4,https://api.spotify.com/v1/tracks/5mexbTuWx9d8DPZk4sDGF4,audio_features,spotify:track:5mexbTuWx9d8DPZk4sDGF4,0.692
116,Denzel Curry,0shSP8DgseLewHgAiMC4UL,0.234,https://api.spotify.com/v1/audio-analysis/0shSP8DgseLewHgAiMC4UL,0.655,192013,0.766,0shSP8DgseLewHgAiMC4UL,0.0,5,0.425,-6.746,0,0.0736,95.017,4,https://api.spotify.com/v1/tracks/0shSP8DgseLewHgAiMC4UL,audio_features,spotify:track:0shSP8DgseLewHgAiMC4UL,0.622
117,Denzel Curry,7EHAXZenBzmGCpccWCyg8z,0.25,https://api.spotify.com/v1/audio-analysis/7EHAXZenBzmGCpccWCyg8z,0.822,227373,0.861,7EHAXZenBzmGCpccWCyg8z,7e-05,11,0.164,-8.846,1,0.0832,123.964,4,https://api.spotify.com/v1/tracks/7EHAXZenBzmGCpccWCyg8z,audio_features,spotify:track:7EHAXZenBzmGCpccWCyg8z,0.548
118,Denzel Curry,5sG65w8uKtjsJw7nc845Nc,0.15,https://api.spotify.com/v1/audio-analysis/5sG65w8uKtjsJw7nc845Nc,0.678,126000,0.509,5sG65w8uKtjsJw7nc845Nc,0.0,2,0.489,-8.494,0,0.138,141.037,4,https://api.spotify.com/v1/tracks/5sG65w8uKtjsJw7nc845Nc,audio_features,spotify:track:5sG65w8uKtjsJw7nc845Nc,0.351
119,Denzel Curry,0GSCAqCsmp7OVUWwC6sSgT,0.00687,https://api.spotify.com/v1/audio-analysis/0GSCAqCsmp7OVUWwC6sSgT,0.676,173178,0.742,0GSCAqCsmp7OVUWwC6sSgT,3.43e-05,9,0.158,-5.404,1,0.134,135.906,4,https://api.spotify.com/v1/tracks/0GSCAqCsmp7OVUWwC6sSgT,audio_features,spotify:track:0GSCAqCsmp7OVUWwC6sSgT,0.188
120,Yungblud,2gTdDMpNxIRFSiu7HutMCg,0.0257,https://api.spotify.com/v1/audio-analysis/2gTdDMpNxIRFSiu7HutMCg,0.628,169397,0.744,2gTdDMpNxIRFSiu7HutMCg,0.0,7,0.313,-4.718,1,0.0379,119.921,4,https://api.spotify.com/v1/tracks/2gTdDMpNxIRFSiu7HutMCg,audio_features,spotify:track:2gTdDMpNxIRFSiu7HutMCg,0.277
121,Yungblud,7jzldCBnJjpJM3epzJ85KE,0.0208,https://api.spotify.com/v1/audio-analysis/7jzldCBnJjpJM3epzJ85KE,0.628,186024,0.821,7jzldCBnJjpJM3epzJ85KE,0.0,1,0.426,-2.721,0,0.0525,93.001,4,https://api.spotify.com/v1/tracks/7jzldCBnJjpJM3epzJ85KE,audio_features,spotify:track:7jzldCBnJjpJM3epzJ85KE,0.465
122,Yungblud,68rVGSTnCiFOET9k5Vd8Se,0.0132,https://api.spotify.com/v1/audio-analysis/68rVGSTnCiFOET9k5Vd8Se,0.618,171880,0.823,68rVGSTnCiFOET9k5Vd8Se,0.0,7,0.288,-4.76,1,0.0447,82.004,4,https://api.spotify.com/v1/tracks/68rVGSTnCiFOET9k5Vd8Se,audio_features,spotify:track:68rVGSTnCiFOET9k5Vd8Se,0.58
123,Yungblud,4mGdjNMo0RonTlOEb7cYg4,0.0116,https://api.spotify.com/v1/audio-analysis/4mGdjNMo0RonTlOEb7cYg4,0.464,239507,0.852,4mGdjNMo0RonTlOEb7cYg4,0.0,11,0.108,-3.804,1,0.067,160.075,4,https://api.spotify.com/v1/tracks/4mGdjNMo0RonTlOEb7cYg4,audio_features,spotify:track:4mGdjNMo0RonTlOEb7cYg4,0.233
124,Yungblud,4KzOYxD4qIkUtZV9ZYakGu,0.00888,https://api.spotify.com/v1/audio-analysis/4KzOYxD4qIkUtZV9ZYakGu,0.471,205320,0.786,4KzOYxD4qIkUtZV9ZYakGu,1.89e-06,1,0.187,-5.24,1,0.192,160.01,4,https://api.spotify.com/v1/tracks/4KzOYxD4qIkUtZV9ZYakGu,audio_features,spotify:track:4KzOYxD4qIkUtZV9ZYakGu,0.61
125,Yungblud,24qhW8fqWyrMHqkBfM2HPk,0.0222,https://api.spotify.com/v1/audio-analysis/24qhW8fqWyrMHqkBfM2HPk,0.225,240907,0.774,24qhW8fqWyrMHqkBfM2HPk,0.0,11,0.111,-3.18,0,0.0483,157.525,4,https://api.spotify.com/v1/tracks/24qhW8fqWyrMHqkBfM2HPk,audio_features,spotify:track:24qhW8fqWyrMHqkBfM2HPk,0.167
126,Yungblud,1YIHAYQ0K9HtGVB3zuSsyG,0.236,https://api.spotify.com/v1/audio-analysis/1YIHAYQ0K9HtGVB3zuSsyG,0.704,182427,0.463,1YIHAYQ0K9HtGVB3zuSsyG,0.0,1,0.26,-6.422,0,0.265,92.963,4,https://api.spotify.com/v1/tracks/1YIHAYQ0K9HtGVB3zuSsyG,audio_features,spotify:track:1YIHAYQ0K9HtGVB3zuSsyG,0.6
127,Yungblud,34QLRZoPtOh7B5kcklyYAJ,0.0907,https://api.spotify.com/v1/audio-analysis/34QLRZoPtOh7B5kcklyYAJ,0.532,173254,0.729,34QLRZoPtOh7B5kcklyYAJ,0.0,0,0.195,-5.272,0,0.0892,149.995,4,https://api.spotify.com/v1/tracks/34QLRZoPtOh7B5kcklyYAJ,audio_features,spotify:track:34QLRZoPtOh7B5kcklyYAJ,0.267
