track,artist,track,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
431,El Mató a un Policía Motorizado,6eiNg8p7GYO7x0GXM4zplv,0.0779,https://api.spotify.com/v1/audio-analysis/6eiNg8p7GYO7x0GXM4zplv,0.679,271400,0.751,6eiNg8p7GYO7x0GXM4zplv,0.00407,1,0.245,-6.63,0,0.0296,112.868,4,https://api.spotify.com/v1/tracks/6eiNg8p7GYO7x0GXM4zplv,audio_features,spotify:track:6eiNg8p7GYO7x0GXM4zplv,0.573
432,El Mató a un Policía Motorizado,0oTDAJdyXD32cvawlw4Vpd,0.137,https://api.spotify.com/v1/audio-analysis/0oTDAJdyXD32cvawlw4Vpd,0.687,327739,0.494,0oTDAJdyXD32cvawlw4Vpd,0.103,4,0.154,-10.38,1,0.0248,104.988,4,https://api.spotify.com/v1/tracks/0oTDAJdyXD32cvawlw4Vpd,audio_features,spotify:track:0oTDAJdyXD32cvawlw4Vpd,0.301
433,El Mató a un Policía Motorizado,3qItYNPhAFxQp4QLN1pikP,0.00299,https://api.spotify.com/v1/audio-analysis/3qItYNPhAFxQp4QLN1pikP,0.278,253520,0.565,3qItYNPhAFxQp4QLN1pikP,0.61,7,0.128,-7.544,1,0.0302,104.227,4,https://api.spotify.com/v1/tracks/3qItYNPhAFxQp4QLN1pikP,audio_features,spotify:track:3qItYNPhAFxQp4QLN1pikP,0.284
434,El Mató a un Policía Motorizado,7F5jWzjyyTqN73HwhL9swo,0.0131,https://api.spotify.com/v1/audio-analysis/7F5jWzjyyTqN73HwhL9swo,0.326,238311,0.598,7F5jWzjyyTqN73HwhL9swo,0.00026,9,0.103,-5.849,1,0.0306,79.575,4,https://api.spotify.com/v1/tracks/7F5jWzjyyTqN73HwhL9swo,audio_features,spotify:track:7F5jWzjyyTqN73HwhL9swo,0.306
435,El Mató a un Policía Motorizado,4Fgrt5xUJMP9ylBBxl8lt8,0.102,https://api.spotify.com/v1/audio-analysis/4Fgrt5xUJMP9ylBBxl8lt8,0.217,236200,0.529,4Fgrt5xUJMP9ylBBxl8lt8,4.28e-05,7,0.0955,-8.441,1,0.0324,163.777,4,https://api.spotify.com/v1/tracks/4Fgrt5xUJMP9ylBBxl8lt8,audio_features,spotify:track:4Fgrt5xUJMP9ylBBxl8lt8,0.312
436,El Mató a un Policía Motorizado,4bjCLt9DmQ7nlcw1TUDh7U,0.0181,https://api.spotify.com/v1/audio-analysis/4bjCLt9DmQ7nlcw1TUDh7U,0.6,311550,0.627,4bjCLt9DmQ7nlcw1TUDh7U,0.00613,7,0.1,-8.079,1,0.027,109.961,4,https://api.spotify.com/v1/tracks/4bjCLt9DmQ7nlcw1TUDh7U,audio_features,spotify:track:4bjCLt9DmQ7nlcw1TUDh7U,0.258
437,El Mató a un Policía Motorizado,5iQfFljjs2rwXYe68V9VyE,0.00811,https://api.spotify.com/v1/audio-analysis/5iQfFljjs2rwXYe68V9VyE,0.495,157667,0.919,5iQfFljjs2rwXYe68V9VyE,0.00591,2,0.144,-5.22,1,0.0589,140.051,4,https://api.spotify.com/v1/tracks/5iQfFljjs2rwXYe68V9VyE,audio_features,spotify:track:5iQfFljjs2rwXYe68V9VyE,0.724
438,El Mató a un Policía Motorizado,6J0VTqjC68XlfoCWRnIFZi,0.0013,https://api.spotify.com/v1/audio-analysis/6J0VTqjC68XlfoCWRnIFZi,0.324,233587,0.806,6J0VTqjC68XlfoCWRnIFZi,0.857,11,0.187,-7.174,0,0.0332,133.637,4,https://api.spotify.com/v1/tracks/6J0VTqjC68XlfoCWRnIFZi,audio_features,spotify:track:6J0VTqjC68XlfoCWRnIFZi,0.319
439,El Mató a un Policía Motorizado,5PNsvpWfizCAbohxvev8jW,0.638,https://api.spotify.com/v1/audio-analysis/5PNsvpWfizCAbohxvev8jW,0.636,320600,0.332,5PNsvpWfizCAbohxvev8jW,0.00036,2,0.0984,-10.499,1,0.0296,100.16,4,https://api.spotify.com/v1/tracks/5PNsvpWfizCAbohxvev8jW,audio_features,spotify:track:5PNsvpWfizCAbohxvev8jW,0.263
440,El Mató a un Policía Motorizado,7xlFGu8Xdu0OW1jEkiwi9t,0.215,https://api.spotify.com/v1/audio-analysis/7xlFGu8Xdu0OW1jEkiwi9t,0.31,314200,0.587,7xlFGu8Xdu0OW1jEkiwi9t,0.000106,9,0.129,-6.679,1,0.0278,100.267,4,https://api.spotify.com/v1/tracks/7xlFGu8Xdu0OW1jEkiwi9t,audio_features,spotify:track:7xlFGu8Xdu0OW1jEkiwi9t,0.484
441,Rels B,7fM24rKaYCTGf85Lj8U2pk,0.387,https://api.spotify.com/v1/audio-analysis/7fM24rKaYCTGf85Lj8U2pk,0.754,180000,0.481,7fM24rKaYCTGf85Lj8U2pk,0.0,0,0.35,-7.91,1,0.444,83.907,4,https://api.spotify.com/v1/tracks/7fM24rKaYCTGf85Lj8U2pk,audio_features,spotify:track:7fM24rKaYCTGf85Lj8U2pk,0.289
442,Rels B,7MmrcXVA7A5zZ2CbDuGHNa,0.241,https://api.spotify.com/v1/audio-analysis/7MmrcXVA7A5zZ2CbDuGHNa,0.846,209680,0.548,7MmrcXVA7A5zZ2CbDuGHNa,0.0713,1,0.0419,-6.397,1,0.256,94.925,4,https://api.spotify.com/v1/tracks/7MmrcXVA7A5zZ2CbDuGHNa,audio_features,spotify:track:7MmrcXVA7A5zZ2CbDuGHNa,0.516
443,Rels B,4t8YQE2FIpTIq9SxeuOuuP,0.335,https://api.spotify.com/v1/audio-analysis/4t8YQE2FIpTIq9SxeuOuuP,0.753,213960,0.572,4t8YQE2FIpTIq9SxeuOuuP,2.02e-05,5,0.0858,-6.062,0,0.371,200.007,4,https://api.spotify.com/v1/tracks/4t8YQE2FIpTIq9SxeuOuuP,audio_features,spotify:track:4t8YQE2FIpTIq9SxeuOuuP,0.752
444,Rels B,76NtMPMpA6fuUH4euMYZoD,0.486,https://api.spotify.com/v1/audio-analysis/76NtMPMpA6fuUH4euMYZoD,0.804,245191,0.535,76NtMPMpA6fuUH4euMYZoD,0.0,4,0.108,-8.603,0,0.143,151.957,4,https://api.spotify.com/v1/tracks/76NtMPMpA6fuUH4euMYZoD,audio_features,spotify:track:76NtMPMpA6fuUH4euMYZoD,0.628
445,Rels B,6NT4RZ6CF6qFJqslGdqaRM,0.208,https://api.spotify.com/v1/audio-analysis/6NT4RZ6CF6qFJqslGdqaRM,0.554,189187,0.652,6NT4RZ6CF6qFJqslGdqaRM,0.000201,9,0.104,-4.874,1,0.425,184.012,4,https://api.spotify.com/v1/tracks/6NT4RZ6CF6qFJqslGdqaRM,audio_features,spotify:track:6NT4RZ6CF6qFJqslGdqaRM,0.346
446,Rels B,1SyBiNHbjrxMa93higpFce,0.373,https://api.spotify.com/v1/audio-analysis/1SyBiNHbjrxMa93higpFce,0.789,207640,0.515,1SyBiNHbjrxMa93higpFce,8.58e-05,4,0.239,-5.522,0,0.245,88.996,4,https://api.spotify.com/v1/tracks/1SyBiNHbjrxMa93higpFce,audio_features,spotify:track:1SyBiNHbjrxMa93higpFce,0.603
447,Rels B,2p89F5HPntIfuJ1SnuPoeK,0.199,https://api.spotify.com/v1/audio-analysis/2p89F5HPntIfuJ1SnuPoeK,0.929,207957,0.547,2p89F5HPntIfuJ1SnuPoeK,1.11e-06,4,0.337,-6.491,1,0.143,141.97,4,https://api.spotify.com/v1/tracks/2p89F5HPntIfuJ1SnuPoeK,audio_features,spotify:track:2p89F5HPntIfuJ1SnuPoeK,0.933
448,Rels B,30pCOQE19RvNmHq78Svlkm,0.487,https://api.spotify.com/v1/audio-analysis/30pCOQE19RvNmHq78Svlkm,0.795,194851,0.238,30pCOQE19RvNmHq78Svlkm,0.000106,5,0.137,-20.338,1,0.369,100.996,4,https://api.spotify.com/v1/tracks/30pCOQE19RvNmHq78Svlkm,audio_features,spotify:track:30pCOQE19RvNmHq78Svlkm,0.399
449,Rels B,3Va0BMGnhr3XuQE7qNWCHJ,0.199,https://api.spotify.com/v1/audio-analysis/3Va0BMGnhr3XuQE7qNWCHJ,0.735,186427,0.726,3Va0BMGnhr3XuQE7qNWCHJ,1.2e-06,7,0.118,-6.839,1,0.106,153.972,4,https://api.spotify.com/v1/tracks/3Va0BMGnhr3XuQE7qNWCHJ,audio_features,spotify:track:3Va0BMGnhr3XuQE7qNWCHJ,0.611
450,Rels B,0FqT9GmM94Zd0WreIvOFwB,0.352,https://api.spotify.com/v1/audio-analysis/0FqT9GmM94Zd0WreIvOFwB,0.847,186823,0.79,0FqT9GmM94Zd0WreIvOFwB,0.012,6,0.0893,-6.452,1,0.0382,136.004,4,https://api.spotify.com/v1/tracks/0FqT9GmM94Zd0WreIvOFwB,audio_features,spotify:track:0FqT9GmM94Zd0WreIvOFwB,0.587
451,Emmanuel Horvilleur,0mRmRzqq9vahlZoODOdLNQ,0.65,https://api.spotify.com/v1/audio-analysis/0mRmRzqq9vahlZoODOdLNQ,0.692,197000,0.242,0mRmRzqq9vahlZoODOdLNQ,0.00507,9,0.121,-9.36,1,0.0308,140.054,4,https://api.spotify.com/v1/tracks/0mRmRzqq9vahlZoODOdLNQ,audio_features,spotify:track:0mRmRzqq9vahlZoODOdLNQ,0.263
452,Emmanuel Horvilleur,3XuOsHw2cQmFDFOEaujkaG,0.858,https://api.spotify.com/v1/audio-analysis/3XuOsHw2cQmFDFOEaujkaG,0.705,244627,0.269,3XuOsHw2cQmFDFOEaujkaG,8.06e-06,4,0.109,-10.828,0,0.0312,145.941,4,https://api.spotify.com/v1/tracks/3XuOsHw2cQmFDFOEaujkaG,audio_features,spotify:track:3XuOsHw2cQmFDFOEaujkaG,0.394
453,Emmanuel Horvilleur,3UaCBKxFiggeyp8Y25GxUm,0.736,https://api.spotify.com/v1/audio-analysis/3UaCBKxFiggeyp8Y25GxUm,0.658,222333,0.759,3UaCBKxFiggeyp8Y25GxUm,0.00113,6,0.164,-6.656,0,0.0363,155.905,4,https://api.spotify.com/v1/tracks/3UaCBKxFiggeyp8Y25GxUm,audio_features,spotify:track:3UaCBKxFiggeyp8Y25GxUm,0.711
454,Emmanuel Horvilleur,3ZLRQgkLV8DjyLQhYCbMn0,0.0578,https://api.spotify.com/v1/audio-analysis/3ZLRQgkLV8DjyLQhYCbMn0,0.85,251600,0.777,3ZLRQgkLV8DjyLQhYCbMn0,1.63e-05,7,0.137,-6.325,1,0.0651,130.011,4,https://api.spotify.com/v1/tracks/3ZLRQgkLV8DjyLQhYCbMn0,audio_features,spotify:track:3ZLRQgkLV8DjyLQhYCbMn0,0.863
455,Emmanuel Horvilleur,1nTifwqhrcudWHEAJiGizN,0.505,https://api.spotify.com/v1/audio-analysis/1nTifwqhrcudWHEAJiGizN,0.695,256827,0.712,1nTifwqhrcudWHEAJiGizN,0.000243,0,0.0942,-7.456,1,0.0563,88.841,4,https://api.spotify.com/v1/tracks/1nTifwqhrcudWHEAJiGizN,audio_features,spotify:track:1nTifwqhrcudWHEAJiGizN,0.856
456,Emmanuel Horvilleur,0fcpgW9niaGLg6ECW2fs6f,0.0115,https://api.spotify.com/v1/audio-analysis/0fcpgW9niaGLg6ECW2fs6f,0.608,241627,0.695,0fcpgW9niaGLg6ECW2fs6f,0.000109,7,0.147,-6.749,1,0.0295,119.965,4,https://api.spotify.com/v1/tracks/0fcpgW9niaGLg6ECW2fs6f,audio_features,spotify:track:0fcpgW9niaGLg6ECW2fs6f,0.328
457,Emmanuel Horvilleur,5cR93FH9SJKzkS6QhPHg7W,0.287,https://api.spotify.com/v1/audio-analysis/5cR93FH9SJKzkS6QhPHg7W,0.708,197027,0.584,5cR93FH9SJKzkS6QhPHg7W,8.99e-06,0,0.147,-9.922,1,0.0414,90.994,4,https://api.spotify.com/v1/tracks/5cR93FH9SJKzkS6QhPHg7W,audio_features,spotify:track:5cR93FH9SJKzkS6QhPHg7W,0.672
458,Emmanuel Horvilleur,5VYCf57tScdakmCr1vGrI9,0.0494,https://api.spotify.com/v1/audio-analysis/5VYCf57tScdakmCr1vGrI9,0.48,207540,0.775,5VYCf57tScdakmCr1vGrI9,0.00304,7,0.0454,-5.932,1,0.0433,178.959,4,https://api.spotify.com/v1/tracks/5VYCf57tScdakmCr1vGrI9,audio_features,spotify:track:5VYCf57tScdakmCr1vGrI9,0.865
459,Emmanuel Horvilleur,5XsONwYToTdq28Bnmch8iJ,0.142,https://api.spotify.com/v1/audio-analysis/5XsONwYToTdq28Bnmch8iJ,0.688,120001,0.685,5XsONwYToTdq28Bnmch8iJ,8.22e-05,9,0.0684,-6.654,1,0.028,125.984,4,https://api.spotify.com/v1/tracks/5XsONwYToTdq28Bnmch8iJ,audio_features,spotify:track:5XsONwYToTdq28Bnmch8iJ,0.677
460,Emmanuel Horvilleur,2eVNxLDJ66UImsG0pdyhpT,0.0356,https://api.spotify.com/v1/audio-analysis/2eVNxLDJ66UImsG0pdyhpT,0.664,239653,0.77,2eVNxLDJ66UImsG0pdyhpT,2.18e-05,8,0.0984,-6.442,1,0.0311,101.016,4,https://api.spotify.com/v1/tracks/2eVNxLDJ66UImsG0pdyhpT,audio_features,spotify:track:2eVNxLDJ66UImsG0pdyhpT,0.233
461,Kali Uchis,6LOZws7T3jqZz78unPgFF9,0.432,https://api.spotify.com/v1/audio-analysis/6LOZws7T3jqZz78unPgFF9,0.675,199506,0.761,6LOZws7T3jqZz78unPgFF9,0.0,4,0.102,-4.469,0,0.0466,119.001,4,https://api.spotify.com/v1/tracks/6LOZws7T3jqZz78unPgFF9,audio_features,spotify:track:6LOZws7T3jqZz78unPgFF9,0.428
462,Kali Uchis,1otG6j1WHNvl9WgXLWkHTo,0.301,https://api.spotify.com/v1/audio-analysis/1otG6j1WHNvl9WgXLWkHTo,0.702,207455,0.659,1otG6j1WHNvl9WgXLWkHTo,0.00201,4,0.218,-6.766,0,0.13,79.64,4,https://api.spotify.com/v1/tracks/1otG6j1WHNvl9WgXLWkHTo,audio_features,spotify:track:1otG6j1WHNvl9WgXLWkHTo,0.843
463,Kali Uchis,41SwdQIX8Hy2u6fuEDgvWr,0.0267,https://api.spotify.com/v1/audio-analysis/41SwdQIX8Hy2u6fuEDgvWr,0.794,186680,0.757,41SwdQIX8Hy2u6fuEDgvWr,0.000306,6,0.0621,-6.644,0,0.123,107.99,4,https://api.spotify.com/v1/tracks/41SwdQIX8Hy2u6fuEDgvWr,audio_features,spotify:track:41SwdQIX8Hy2u6fuEDgvWr,0.615
464,Kali Uchis,555ix1gW9A1QtXoVfCPbfB,0.0161,https://api.spotify.com/v1/audio-analysis/555ix1gW9A1QtXoVfCPbfB,0.566,177727,0.666,555ix1gW9A1QtXoVfCPbfB,1.99e-05,5,0.231,-5.742,0,0.163,121.998,5,https://api.spotify.com/v1/tracks/555ix1gW9A1QtXoVfCPbfB,audio_features,spotify:track:555ix1gW9A1QtXoVfCPbfB,0.394
465,Kali Uchis,7klPHv3HnXdUY3dSfTccNc,0.518,https://api.spotify.com/v1/audio-analysis/7klPHv3HnXdUY3dSfTccNc,0.469,210385,0.771,7klPHv3HnXdUY3dSfTccNc,0.000197,5,0.0789,-7.071,1,0.338,88.968,4,https://api.spotify.com/v1/tracks/7klPHv3HnXdUY3dSfTccNc,audio_features,spotify:track:7klPHv3HnXdUY3dSfTccNc,0.298
466,Kali Uchis,1HA2V2EfAgJUBVOju4YfiB,0.127,https://api.spotify.com/v1/audio-analysis/1HA2V2EfAgJUBVOju4YfiB,0.745,177697,0.672,1HA2V2EfAgJUBVOju4YfiB,0.0,9,0.103,-5.738,1,0.0346,108.031,4,https://api.spotify.com/v1/tracks/1HA2V2EfAgJUBVOju4YfiB,audio_features,spotify:track:1HA2V2EfAgJUBVOju4YfiB,0.641
467,Kali Uchis,4FZOSDwALdWxcGcRbwXWJ8,0.142,https://api.spotify.com/v1/audio-analysis/4FZOSDwALdWxcGcRbwXWJ8,0.422,204290,0.471,4FZOSDwALdWxcGcRbwXWJ8,0.0,3,0.112,-8.784,0,0.18,82.433,4,https://api.spotify.com/v1/tracks/4FZOSDwALdWxcGcRbwXWJ8,audio_features,spotify:track:4FZOSDwALdWxcGcRbwXWJ8,0.62
468,Kali Uchis,6m6R6O2BOZDCNymhJ45spI,0.873,https://api.spotify.com/v1/audio-analysis/6m6R6O2BOZDCNymhJ45spI,0.722,212000,0.675,6m6R6O2BOZDCNymhJ45spI,0.118,1,0.305,-5.61,0,0.0775,120.012,4,https://api.spotify.com/v1/tracks/6m6R6O2BOZDCNymhJ45spI,audio_features,spotify:track:6m6R6O2BOZDCNymhJ45spI,0.507
469,Kali Uchis,2kSb3wYSOV996xA2NSmpck,0.182,https://api.spotify.com/v1/audio-analysis/2kSb3wYSOV996xA2NSmpck,0.573,208854,0.481,2kSb3wYSOV996xA2NSmpck,0.0793,8,0.106,-7.775,1,0.0357,115.28,4,https://api.spotify.com/v1/tracks/2kSb3wYSOV996xA2NSmpck,audio_features,spotify:track:2kSb3wYSOV996xA2NSmpck,0.305
470,Kali Uchis,54IbnYEdA3ymfxv07WgN3b,0.0696,https://api.spotify.com/v1/audio-analysis/54IbnYEdA3ymfxv07WgN3b,0.853,186181,0.604,54IbnYEdA3ymfxv07WgN3b,1.65e-06,3,0.135,-5.794,0,0.0511,116.0,4,https://api.spotify.com/v1/tracks/54IbnYEdA3ymfxv07WgN3b,audio_features,spotify:track:54IbnYEdA3ymfxv07WgN3b,0.86
471,Paloma Mami,1KdwnsWOvhM53vezy5ROuf,0.125,https://api.spotify.com/v1/audio-analysis/1KdwnsWOvhM53vezy5ROuf,0.672,182816,0.684,1KdwnsWOvhM53vezy5ROuf,0.0261,9,0.183,-5.682,0,0.316,75.233,3,https://api.spotify.com/v1/tracks/1KdwnsWOvhM53vezy5ROuf,audio_features,spotify:track:1KdwnsWOvhM53vezy5ROuf,0.62
472,Paloma Mami,64IRsSyqwD0CBbFAfrR0rT,0.153,https://api.spotify.com/v1/audio-analysis/64IRsSyqwD0CBbFAfrR0rT,0.8,194526,0.717,64IRsSyqwD0CBbFAfrR0rT,0.00464,3,0.166,-6.354,0,0.0518,95.018,4,https://api.spotify.com/v1/tracks/64IRsSyqwD0CBbFAfrR0rT,audio_features,spotify:track:64IRsSyqwD0CBbFAfrR0rT,0.513
473,Paloma Mami,7o0oY5wRcoV7oPuDhD2J1z,0.19,https://api.spotify.com/v1/audio-analysis/7o0oY5wRcoV7oPuDhD2J1z,0.729,225373,0.805,7o0oY5wRcoV7oPuDhD2J1z,0.225,6,0.0909,-3.83,1,0.184,191.994,4,https://api.spotify.com/v1/tracks/7o0oY5wRcoV7oPuDhD2J1z,audio_features,spotify:track:7o0oY5wRcoV7oPuDhD2J1z,0.345
474,Paloma Mami,0EJu1RBtxzldMG2peczuPv,0.587,https://api.spotify.com/v1/audio-analysis/0EJu1RBtxzldMG2peczuPv,0.806,183398,0.735,0EJu1RBtxzldMG2peczuPv,0.00889,7,0.0812,-4.459,0,0.0425,100.101,4,https://api.spotify.com/v1/tracks/0EJu1RBtxzldMG2peczuPv,audio_features,spotify:track:0EJu1RBtxzldMG2peczuPv,0.353
475,Paloma Mami,42ArfZUgGo3k5btIHp08it,0.207,https://api.spotify.com/v1/audio-analysis/42ArfZUgGo3k5btIHp08it,0.876,190784,0.444,42ArfZUgGo3k5btIHp08it,0.000827,8,0.105,-10.904,0,0.303,92.011,4,https://api.spotify.com/v1/tracks/42ArfZUgGo3k5btIHp08it,audio_features,spotify:track:42ArfZUgGo3k5btIHp08it,0.339
476,Paloma Mami,0cfqbF7GBQJMYg0S6GEqG4,0.194,https://api.spotify.com/v1/audio-analysis/0cfqbF7GBQJMYg0S6GEqG4,0.746,197835,0.691,0cfqbF7GBQJMYg0S6GEqG4,0.0,3,0.0582,-3.992,0,0.0428,88.013,4,https://api.spotify.com/v1/tracks/0cfqbF7GBQJMYg0S6GEqG4,audio_features,spotify:track:0cfqbF7GBQJMYg0S6GEqG4,0.506
477,Fabiana Cantilo,5pKVGrmItsCubKWTrYpxSZ,0.273,https://api.spotify.com/v1/audio-analysis/5pKVGrmItsCubKWTrYpxSZ,0.466,194027,0.536,5pKVGrmItsCubKWTrYpxSZ,0.0,2,0.122,-6.308,1,0.0281,74.688,4,https://api.spotify.com/v1/tracks/5pKVGrmItsCubKWTrYpxSZ,audio_features,spotify:track:5pKVGrmItsCubKWTrYpxSZ,0.464
478,Fabiana Cantilo,46bGEqzd7anKKovVOZ9bTF,0.194,https://api.spotify.com/v1/audio-analysis/46bGEqzd7anKKovVOZ9bTF,0.622,201773,0.697,46bGEqzd7anKKovVOZ9bTF,0.0,9,0.305,-11.158,1,0.0288,138.013,4,https://api.spotify.com/v1/tracks/46bGEqzd7anKKovVOZ9bTF,audio_features,spotify:track:46bGEqzd7anKKovVOZ9bTF,0.843
479,Fabiana Cantilo,7c7e0Gr9AOzmJ8rDvOknI1,0.189,https://api.spotify.com/v1/audio-analysis/7c7e0Gr9AOzmJ8rDvOknI1,0.769,192227,0.581,7c7e0Gr9AOzmJ8rDvOknI1,2.02e-05,0,0.271,-5.952,1,0.0273,120.033,4,https://api.spotify.com/v1/tracks/7c7e0Gr9AOzmJ8rDvOknI1,audio_features,spotify:track:7c7e0Gr9AOzmJ8rDvOknI1,0.742
480,Fabiana Cantilo,73J1IrrirnxKM6wk5JfIcV,0.6,https://api.spotify.com/v1/audio-analysis/73J1IrrirnxKM6wk5JfIcV,0.532,328813,0.466,73J1IrrirnxKM6wk5JfIcV,0.0,5,0.142,-9.593,1,0.0269,112.035,4,https://api.spotify.com/v1/tracks/73J1IrrirnxKM6wk5JfIcV,audio_features,spotify:track:73J1IrrirnxKM6wk5JfIcV,0.285
481,Fabiana Cantilo,7xfh6z6YnAFq2Xhp6MNnjd,0.431,https://api.spotify.com/v1/audio-analysis/7xfh6z6YnAFq2Xhp6MNnjd,0.603,247987,0.407,7xfh6z6YnAFq2Xhp6MNnjd,1.32e-06,11,0.287,-12.473,0,0.0374,198.437,4,https://api.spotify.com/v1/tracks/7xfh6z6YnAFq2Xhp6MNnjd,audio_features,spotify:track:7xfh6z6YnAFq2Xhp6MNnjd,0.86
482,Fabiana Cantilo,57LnIuJ7BbBTXW8u6MZU15,0.798,https://api.spotify.com/v1/audio-analysis/57LnIuJ7BbBTXW8u6MZU15,0.634,240920,0.589,57LnIuJ7BbBTXW8u6MZU15,0.0,9,0.219,-7.313,1,0.0378,147.994,4,https://api.spotify.com/v1/tracks/57LnIuJ7BbBTXW8u6MZU15,audio_features,spotify:track:57LnIuJ7BbBTXW8u6MZU15,0.73
483,Fabiana Cantilo,1MLEnLPwSy06fvO08JYFFI,0.043,https://api.spotify.com/v1/audio-analysis/1MLEnLPwSy06fvO08JYFFI,0.281,275027,0.557,1MLEnLPwSy06fvO08JYFFI,1.58e-06,11,0.243,-6.035,1,0.0322,86.029,4,https://api.spotify.com/v1/tracks/1MLEnLPwSy06fvO08JYFFI,audio_features,spotify:track:1MLEnLPwSy06fvO08JYFFI,0.232
484,Fabiana Cantilo,4nECreyUBrPbZ8IW9ApB1I,0.887,https://api.spotify.com/v1/audio-analysis/4nECreyUBrPbZ8IW9ApB1I,0.68,271213,0.276,4nECreyUBrPbZ8IW9ApB1I,0.0,0,0.157,-7.241,1,0.031,113.483,4,https://api.spotify.com/v1/tracks/4nECreyUBrPbZ8IW9ApB1I,audio_features,spotify:track:4nECreyUBrPbZ8IW9ApB1I,0.425
485,Fabiana Cantilo,6eavlWRWJiQCAQpjW75cd9,0.0224,https://api.spotify.com/v1/audio-analysis/6eavlWRWJiQCAQpjW75cd9,0.687,212280,0.826,6eavlWRWJiQCAQpjW75cd9,0.0,11,0.305,-8.67,1,0.0271,129.869,4,https://api.spotify.com/v1/tracks/6eavlWRWJiQCAQpjW75cd9,audio_features,spotify:track:6eavlWRWJiQCAQpjW75cd9,0.576
486,Fabiana Cantilo,7bZ8erPLv4zulyDVL66dJQ,0.357,https://api.spotify.com/v1/audio-analysis/7bZ8erPLv4zulyDVL66dJQ,0.762,210427,0.632,7bZ8erPLv4zulyDVL66dJQ,0.0,11,0.207,-4.299,0,0.0262,105.026,4,https://api.spotify.com/v1/tracks/7bZ8erPLv4zulyDVL66dJQ,audio_features,spotify:track:7bZ8erPLv4zulyDVL66dJQ,0.475
487,Trueno,7ouulWlZPefmEIGYWNyiPH,0.779,https://api.spotify.com/v1/audio-analysis/7ouulWlZPefmEIGYWNyiPH,0.726,158984,0.602,7ouulWlZPefmEIGYWNyiPH,9.35e-06,7,0.0827,-7.678,1,0.501,130.608,4,https://api.spotify.com/v1/tracks/7ouulWlZPefmEIGYWNyiPH,audio_features,spotify:track:7ouulWlZPefmEIGYWNyiPH,0.807
488,Trueno,4jTKJOFxaqEcm558JYi4Dh,0.74,https://api.spotify.com/v1/audio-analysis/4jTKJOFxaqEcm558JYi4Dh,0.778,199392,0.739,4jTKJOFxaqEcm558JYi4Dh,8e-05,1,0.0857,-5.453,1,0.285,150.033,4,https://api.spotify.com/v1/tracks/4jTKJOFxaqEcm558JYi4Dh,audio_features,spotify:track:4jTKJOFxaqEcm558JYi4Dh,0.496
489,Trueno,2Zbw0nOYZoKU27sOYbrsv7,0.152,https://api.spotify.com/v1/audio-analysis/2Zbw0nOYZoKU27sOYbrsv7,0.856,201290,0.482,2Zbw0nOYZoKU27sOYbrsv7,0.0,3,0.134,-8.99,0,0.0522,124.05,4,https://api.spotify.com/v1/tracks/2Zbw0nOYZoKU27sOYbrsv7,audio_features,spotify:track:2Zbw0nOYZoKU27sOYbrsv7,0.431
490,Trueno,62ZWMUQG63Of3KTUGCCBDh,0.818,https://api.spotify.com/v1/audio-analysis/62ZWMUQG63Of3KTUGCCBDh,0.796,125645,0.616,62ZWMUQG63Of3KTUGCCBDh,0.00774,1,0.116,-9.259,1,0.3,179.955,4,https://api.spotify.com/v1/tracks/62ZWMUQG63Of3KTUGCCBDh,audio_features,spotify:track:62ZWMUQG63Of3KTUGCCBDh,0.633
491,Trueno,1AnWtLKn7r9rxK1cdCY4A6,0.327,https://api.spotify.com/v1/audio-analysis/1AnWtLKn7r9rxK1cdCY4A6,0.858,184041,0.681,1AnWtLKn7r9rxK1cdCY4A6,0.0,0,0.31,-7.501,1,0.243,96.496,4,https://api.spotify.com/v1/tracks/1AnWtLKn7r9rxK1cdCY4A6,audio_features,spotify:track:1AnWtLKn7r9rxK1cdCY4A6,0.802
492,Trueno,6ziO5KeQ0QmCrrlt0LqhYO,0.953,https://api.spotify.com/v1/audio-analysis/6ziO5KeQ0QmCrrlt0LqhYO,0.546,182831,0.686,6ziO5KeQ0QmCrrlt0LqhYO,5.19e-05,8,0.649,-7.848,0,0.407,91.329,5,https://api.spotify.com/v1/tracks/6ziO5KeQ0QmCrrlt0LqhYO,audio_features,spotify:track:6ziO5KeQ0QmCrrlt0LqhYO,0.563
493,Trueno,1ujrfMVXqjahMOhUkg32un,0.098,https://api.spotify.com/v1/audio-analysis/1ujrfMVXqjahMOhUkg32un,0.814,150872,0.804,1ujrfMVXqjahMOhUkg32un,0.0,4,0.0764,-9.642,1,0.254,86.024,4,https://api.spotify.com/v1/tracks/1ujrfMVXqjahMOhUkg32un,audio_features,spotify:track:1ujrfMVXqjahMOhUkg32un,0.774
494,Trueno,52nqPEIImNy1drb58OluBE,0.205,https://api.spotify.com/v1/audio-analysis/52nqPEIImNy1drb58OluBE,0.466,710867,0.766,52nqPEIImNy1drb58OluBE,0.0,1,0.634,-11.276,1,0.691,88.857,4,https://api.spotify.com/v1/tracks/52nqPEIImNy1drb58OluBE,audio_features,spotify:track:52nqPEIImNy1drb58OluBE,0.342
